escalation_level,age,tenure_months,loyalty_status,segment,region,industry,channel,issue_category,issue_subtype,product_line,device_type,time_of_day_bucket,wait_time_seconds,previous_interactions_30d,resolution_time_minutes,agent_experience_years,first_contact_resolution,number_of_transfers,SLA_breaches_last_6m,lifetime_tickets,average_response_delay,sentiment_score,monthly_fee,subscription_value_str,churn_risk_band,priority_flag,behaviour_score_1,behaviour_score_2,behaviour_score_3,behaviour_score_4,behaviour_score_5,ops_telemetry_kpi_1,ops_telemetry_kpi_2,ops_telemetry_kpi_3,ops_telemetry_kpi_4,ops_telemetry_kpi_5,post_interaction_quality_score,risk_indicator,service_pressure_score,customer_engagement_score
No escalation,67.0,60,Bronze,Enterprise,South East,Tech,In-app,Technical,Damaged item,Standard,Call-Centre,Afternoon,247,1,42,0.4,Yes,0,2,29,2.39,-1.295031738,25.55,627.19,Low,Yes,47.9,29.3,66.8,37.9,29.6,0.4176,0.4639,-0.4284,1.0032,1.6912,-0.410133089,0.0,11.682497944621069,6.264041915675763
Serious escalation,47.0,45,Bronze,Retail,North West,Tech,Chat,Other,Delayed delivery,Standard,Web,Evening,276,2,15,4.4,No,2,0,9,0.0,,42.53,580.34,Medium,No,33.7,40.9,46.4,56.1,53.7,0.9584,-0.329,-0.277,0.5874,-0.1786,4.379348768,31.134746425986354,16.760880492836236,
No escalation,44.0,19,Silver,Business,South East,Healthcare,Email,Technical,Damaged item,Standard,Web,Afternoon,152,0,74,1.2,Yes,0,2,6,3.87,-0.869851498,11.23,521.06,Medium,No,28.6,67.7,64.1,51.6,40.4,-0.907,1.6163,0.3139,-0.3208,0.6569,0.571253233,0.0,10.501824424222907,4.232238335638225
Minor escalation,50.0,31,Bronze,Retail,Midlands,Tech,Chat,Technical,Locked account,Standard,Call-Centre,Afternoon,196,1,19,3.5,Yes,2,1,22,3.38,0.062692527,47.79,659.58,Low,Yes,65.2,41.4,70.0,39.3,67.6,-2.2129,0.7373,0.5975,-0.483,-1.7421,3.258223623,12.774213845082862,13.371676330714552,8.370238939396444
No escalation,24.0,26,Bronze,Retail,London,Tech,Phone,Technical,Password reset,Basic,Desktop,Night,315,1,17,5.7,Yes,2,0,23,2.54,-1.899907013,31.02,142.54,Low,No,69.0,86.0,51.3,35.9,49.6,-0.4092,1.2633,-1.6533,-0.8756,-1.0137,-0.158179911,5.358854950320705,13.60029729231624,6.992678578754602
No escalation,69.0,78,Silver,Business,Scotland,Healthcare,Phone,Technical,Slow internet,Premium,Mobile,Morning,339,1,13,4.7,Yes,0,1,12,3.86,-0.681280821,11.92,268.23,Low,Yes,55.8,45.3,76.1,38.6,38.3,-0.8475,-0.2674,-0.1598,2.1737,0.6581,-0.775767176,4.001537586231283,13.604883522812749,4.194097972964965
Serious escalation,24.0,5,Bronze,Enterprise,London,Education,In-app,Account,Other,Standard,Mobile,Morning,190,3,36,4.9,Yes,0,1,10,3.82,-0.373847284,54.92,531.75,Medium,No,43.8,73.4,83.3,49.5,40.1,-0.1495,-0.4111,-1.1222,1.6248,0.2464,5.405091455,28.8334761838108,17.369407634652614,9.590454808712199
Legal escalation,38.0,29,Gold,Student,South East,Retail,Chat,Account,Delayed delivery,Standard,Web,Evening,201,1,1,4.4,Yes,0,0,14,1.03,1.927322102,47.19,563.82,Low,No,39.0,61.8,60.6,15.8,53.1,3.0354,-0.1782,-0.1676,-1.0024,0.6557,9.93343915,50.65448750733231,17.248719533137454,11.665384836709686
No escalation,53.0,0,Silver,Retail,Scotland,Finance,In-app,Returns,Locked account,Basic,Mobile,Evening,0,2,63,6.4,Yes,1,0,5,1.01,-0.510512934,59.0,,Medium,No,30.7,36.6,59.4,44.1,60.3,-0.3989,-0.8751,2.1316,1.2704,-0.172,-0.720694503,0.0,0.0,7.281285458983684
No escalation,30.0,59,Silver,Student,North West,Finance,In-app,Account,Invoice error,Standard,Web,Afternoon,324,2,19,4.0,No,0,0,3,4.27,-0.497969664,27.93,780.91,Medium,No,20.7,73.7,33.0,64.0,44.1,1.1759,1.03,-1.0248,-1.6504,0.453,0.769299296,2.1685807635204997,8.696506642772668,3.2605261214468113
No escalation,22.0,52,Silver,Business,Midlands,Tech,Phone,Technical,Payment failed,Basic,Call-Centre,Night,95,1,46,3.5,Yes,2,0,13,4.56,1.486875761,27.17,355.32,Low,No,42.6,61.5,52.8,50.8,21.1,-0.0134,0.2873,1.301,-0.8873,-1.36,-0.801869286,1.0381069426062828,7.29839892285965,2.617280991796294
No escalation,28.0,0,Silver,Business,London,Tech,Email,Account,Outage,Premium,Mobile,Afternoon,158,2,28,5.8,Yes,3,0,18,2.19,1.089918154,55.41,466.44,Low,No,46.5,59.4,56.8,48.4,43.6,1.9469,-0.2517,0.5377,-0.5711,-0.2913,-0.139878608,6.148869947174781,12.526265643717196,3.620636539210975
No escalation,37.0,0,Bronze,Retail,London,Hospitality,Chat,Account,Delayed delivery,Basic,Web,Evening,294,4,70,4.5,Yes,2,1,25,0.12,1.655087791,28.85,679.34,Low,No,37.2,75.4,48.5,70.8,74.4,-1.9016,-0.167,0.3692,1.4973,-0.1791,0.012137024,5.308498680237835,11.06092913782504,5.966208665981667
No escalation,27.0,48,Silver,Business,North West,Tech,In-app,Technical,Slow internet,Standard,Mobile,Morning,125,2,73,4.7,Yes,1,0,9,2.35,1.193116328,51.6,944.74,Low,No,41.9,53.8,67.4,65.2,64.0,1.5962,-2.4172,-0.6753,-0.8944,-0.6634,-0.531582864,0.0,5.92324145802456,1.2486269573133473
No escalation,33.0,114,Silver,Retail,South East,Finance,Phone,Account,Outage,Premium,Call-Centre,Afternoon,241,1,55,5.8,Yes,0,0,29,1.98,-1.785168658,39.26,287,High,No,54.2,47.0,58.5,45.3,46.7,-0.7398,0.7704,-1.0895,-0.7711,0.0606,-0.065550119,4.1380036920135765,9.4891168700777,7.896727140355445
Serious escalation,40.0,60,Gold,Retail,London,Finance,Email,Technical,Invoice error,Basic,Mobile,Evening,142,1,59,2.6,Yes,0,0,9,2.17,1.214317206,50.82,551.69,Low,No,54.0,69.3,36.6,72.5,71.8,0.129,1.9075,-1.7049,2.2383,-1.5513,5.683587922,35.812653442109735,10.983267385090583,7.852953418976635
Minor escalation,36.0,24,Gold,Retail,South East,Finance,Chat,Orders,Outage,Standard,Desktop,Afternoon,184,2,37,4.6,Yes,4,0,27,2.41,1.836183325,31.85,393.87,Low,No,49.2,58.0,45.9,65.7,20.0,-0.2901,-0.6322,-0.554,0.6443,-0.6002,3.70948921,13.477926879720426,15.160119403893297,6.405846068472549
No escalation,31.0,29,Bronze,Retail,North West,Tech,Chat,Orders,Refund status,Standard,Mobile,Afternoon,142,0,39,4.1,Yes,0,0,11,4.06,2.167928745,7.88,348.12,Low,No,30.9,39.9,55.2,67.4,77.2,1.3809,-0.1116,-0.0163,-0.5412,-1.9471,-0.363174362,4.536519869003448,0.9836906502024068,0.5299135087103899
No escalation,46.0,25,Bronze,Retail,London,Education,In-app,Technical,Refund status,Standard,Desktop,Evening,158,0,48,6.4,Yes,0,0,2,4.36,0.219233362,58.28,691.36,Low,No,52.4,67.8,54.8,57.7,49.7,0.9964,-0.0225,1.5736,-0.9697,2.6212,-0.650767713,6.218077010384178,4.047693648969723,0.0
Serious escalation,40.0,24,Silver,Retail,London,Retail,Phone,Billing,Slow internet,Standard,Web,Evening,227,1,48,4.5,Yes,3,1,14,0.92,0.538024611,62.16,471.44,Low,Yes,55.7,49.8,38.0,59.0,40.0,2.1866,0.1517,-1.0262,0.2645,2.2448,5.697374238,31.214712339991365,22.25456040761908,9.134847389704456
No escalation,33.0,0,Silver,Retail,North West,Finance,Phone,Billing,Payment failed,Basic,Web,Morning,332,1,15,0.0,Yes,1,0,2,1.48,0.282346411,8.85,686.57,Low,No,17.9,66.1,63.4,45.5,55.2,1.5102,-0.6543,0.3937,-0.3543,0.592,0.580043892,4.139717951124901,10.787918617350398,0.7995119547079489
No escalation,20.0,26,Bronze,Retail,Wales,Retail,Chat,Technical,Delayed delivery,Premium,Mobile,Night,141,1,62,,Yes,1,0,5,1.27,0.375746886,57.06,"1,047.48",Medium,No,49.8,58.7,54.8,46.3,32.6,-1.1936,-0.2106,0.9824,-0.2909,-1.3144,1.195898862,0.0,4.5243044340947804,3.4486177515841296
No escalation,25.0,26,Bronze,Retail,London,Tech,Phone,Orders,Password reset,Basic,Mobile,Evening,113,3,69,3.0,No,1,0,33,0.06,-1.010386699,18.26,447.38,Low,Yes,55.8,48.3,41.4,74.7,43.3,1.1101,-0.1066,1.985,0.1257,0.2143,-0.687808319,3.1613512809476276,7.368818644476161,10.364662025632954
Serious escalation,37.0,47,Gold,Other,Wales,Finance,Phone,Account,Outage,Basic,Desktop,Evening,271,3,86,7.0,Yes,1,0,35,0.45,0.234431269,33.73,354.58,Low,No,52.4,65.4,49.4,66.6,44.6,0.9749,0.0779,-0.5574,0.4295,0.1427,6.625486879,28.01914805592312,15.823046280828969,16.66470212936618
No escalation,41.0,29,Bronze,Retail,Midlands,Finance,Chat,Billing,Refund status,Basic,Mobile,Evening,210,2,59,4.2,No,1,0,37,4.28,0.096697407,57.01,511.82,Medium,No,66.5,69.2,41.4,50.6,59.0,-0.4427,-0.0597,0.3278,1.1734,-1.3946,-0.7342137,0.0,10.7023914083112,9.784020916790315
No escalation,33.0,74,Silver,Retail,Wales,Hospitality,Chat,Returns,Invoice error,Basic,Mobile,Evening,364,4,28,3.9,Yes,0,1,5,0.0,0.007299292,24.09,905.85,Medium,No,38.8,51.1,44.1,37.7,60.0,0.9169,-2.1968,0.7682,-2.4299,-0.3469,0.211458038,0.0,15.824108723630179,3.299059850193157
No escalation,36.0,78,Bronze,Retail,Wales,Tech,Phone,Technical,Other,Standard,Desktop,Evening,230,0,78,2.7,No,0,0,41,1.73,1.03250464,9.28,720.12,High,No,51.1,64.1,55.1,48.6,37.1,0.2084,-0.2217,1.4798,1.2381,-0.5832,0.149795564,6.270819033593031,8.960488864130912,4.4116739251415344
No escalation,35.0,75,Bronze,Enterprise,North West,Tech,Phone,Account,Damaged item,Enterprise,Web,Morning,171,0,42,0.8,No,2,2,57,1.91,-0.28044957,33.5,460.98,Low,No,59.5,49.1,31.7,32.2,44.6,1.2093,-1.5846,-0.6612,1.5118,2.2663,0.200841762,5.622048937733587,10.278138063396502,12.663567234111136
Minor escalation,51.0,54,Bronze,Retail,London,Finance,Phone,Orders,Delayed delivery,Basic,Web,Afternoon,324,0,79,8.5,No,0,1,3,2.64,,34.46,842.79,Low,No,42.2,41.2,71.1,52.5,31.2,1.0157,-2.8502,-0.6627,0.4925,-0.0032,2.897867966,23.161310401066466,15.147574767144315,
No escalation,29.0,46,Bronze,Business,Midlands,Hospitality,Email,Technical,Slow internet,Basic,Desktop,Night,35,1,43,,Yes,1,2,22,2.92,0.81960242,35.59,452.42,Low,Yes,57.6,70.4,64.4,36.2,57.5,-0.1159,0.1715,1.3613,-0.7954,0.5117,-0.467427662,0.0,7.552017611616828,0.4121773006650664
No escalation,48.0,33,Bronze,Retail,Midlands,Retail,Email,Technical,Locked account,Premium,Mobile,Morning,160,1,19,4.2,No,0,0,22,0.75,0.187679853,40.03,609.03,Low,No,42.7,11.2,59.7,40.7,52.4,0.1199,-0.9592,-0.4365,-1.7176,-0.3166,0.558694921,8.219987194574344,5.913800417837032,4.198178959638472
Minor escalation,30.0,2,Bronze,Retail,South East,Tech,Phone,Technical,Outage,Basic,Web,Evening,486,0,14,6.8,Yes,2,0,8,3.7,0.889971991,42.8,182.1,Low,No,60.8,66.2,33.9,24.4,43.0,1.1907,-0.8168,2.4015,-1.1187,1.0612,2.831799746,17.581412427450726,22.130725299063997,5.59853939698772
No escalation,40.0,59,Bronze,Retail,Scotland,Tech,Phone,Orders,Password reset,Standard,Web,Evening,371,1,1,3.8,Yes,0,0,7,0.13,-0.420235934,50.7,493.8,Low,No,31.5,46.8,28.5,46.6,91.5,-1.1739,1.3164,-0.3016,-0.8742,0.7981,0.747294232,0.0,11.466436761212444,2.338939913921705
No escalation,44.0,98,Bronze,Business,South East,Finance,Phone,Billing,Damaged item,Basic,Web,Morning,179,4,60,2.7,No,0,0,20,1.77,0.759627869,53.3,467.33,Low,Yes,34.4,44.3,62.7,51.4,47.3,1.373,0.8495,-1.0791,-0.0493,-1.7755,-0.967763941,0.0,9.044398270114264,6.7975543929160285
No escalation,47.0,26,Silver,Business,Midlands,Tech,Chat,Billing,Damaged item,Premium,Mobile,Morning,113,2,21,1.6,Yes,0,1,8,1.04,0.270296211,28.3,520.28,Low,No,59.2,35.4,55.8,43.5,21.7,0.1126,0.9853,0.2953,-1.0415,-0.8628,0.061860407,2.1011806052132505,6.891225599295069,1.1560947833049424
No escalation,25.0,67,Gold,Retail,Midlands,Finance,Phone,Technical,Damaged item,Basic,Mobile,Evening,35,1,82,2.5,Yes,1,0,25,2.23,-1.555420331,75.59,406.89,Medium,Yes,54.3,20.2,67.6,58.3,51.0,2.4117,-0.6957,0.5792,1.4234,-0.1882,-0.370404802,0.0,4.66230318251026,11.518326988070761
No escalation,34.0,0,Silver,Business,Wales,Tech,Phone,Technical,Payment failed,Premium,Mobile,Afternoon,2,2,60,5.3,Yes,1,1,26,3.92,1.369394308,63.52,631.14,High,No,21.7,49.9,41.4,88.6,33.3,-2.0667,-0.1629,0.4242,0.3334,0.2421,-0.39667945,0.0,4.218819578098328,3.346991355949233
Minor escalation,42.0,46,Bronze,Retail,South East,Education,Chat,Orders,Locked account,Standard,Call-Centre,Morning,119,1,59,2.6,Yes,2,0,14,1.42,-0.9048073,38.7,919.94,Medium,No,46.9,37.9,73.1,46.9,39.4,-0.1942,0.5618,0.1535,0.2243,0.0756,3.490666171,21.959631812131246,9.075394537939824,7.71019235756988
No escalation,60.0,63,Bronze,Retail,South East,Finance,Phone,Account,Slow internet,Standard,Web,Evening,215,2,37,4.6,Yes,0,1,35,3.66,0.149484781,33.4,111.54,Low,Yes,48.8,40.1,28.6,49.0,54.1,0.155,-0.7245,0.7076,0.9258,-0.8581,0.846548034,2.7536774103174255,6.126092248713757,6.6874690883452805
Serious escalation,33.0,13,Bronze,Retail,Midlands,Healthcare,Phone,Billing,Invoice error,Premium,Mobile,Afternoon,125,1,82,5.3,Yes,1,0,6,0.0,0.500669539,13.46,205.88,Low,Yes,31.2,64.1,54.6,21.1,42.8,-0.6694,0.0059,1.235,0.7499,-0.2738,6.384992824,31.53579948533861,14.231963067951707,6.633670222175197
Serious escalation,38.0,34,Silver,Business,North West,Retail,Phone,Billing,Other,Standard,Mobile,Afternoon,343,0,30,2.4,No,0,0,5,1.05,,32.01,518.44,Low,No,53.0,18.3,41.7,69.6,71.1,-0.617,-0.2968,-0.5152,-1.4939,0.2551,6.20631666,28.653896484613966,17.504523414578433,
No escalation,18.0,69,Bronze,Retail,North West,Tech,Phone,Billing,Outage,Basic,Mobile,Afternoon,151,1,44,5.3,No,1,1,33,0.7,0.466458346,24.07,775.63,Medium,Yes,57.8,43.8,44.7,46.2,28.8,-0.089,1.9455,1.3832,0.0518,-1.4873,-0.157921911,,7.86754548054742,7.053617363905243
Serious escalation,29.0,17,Platinum,Business,South East,Retail,Chat,Technical,Invoice error,Basic,Web,Afternoon,0,2,58,3.6,No,0,1,11,2.27,-0.189150459,32.74,743.53,Medium,No,70.6,33.5,47.5,48.4,43.3,-0.1878,-0.384,0.396,0.7045,1.1054,6.246365655,30.97247169581097,10.383254367597248,11.524489217236146
Serious escalation,27.0,0,Bronze,Retail,London,Tech,In-app,Technical,Damaged item,Basic,Desktop,Morning,88,0,1,6.3,Yes,0,0,40,4.0,0.395921405,8.46,744.31,Medium,No,34.3,76.5,42.5,60.5,37.4,0.8913,1.1736,-0.8988,-0.7617,-1.5577,5.01667047,36.46508606760066,9.10458042834918,16.555299835487954
No escalation,33.0,65,Silver,Retail,London,Hospitality,Phone,Billing,Invoice error,Standard,Mobile,Afternoon,92,1,59,7.0,Yes,1,1,3,3.55,1.17036306,54.13,297.84,Low,No,63.8,68.1,73.4,47.6,51.9,-0.0635,1.3199,1.3971,-0.7806,0.5181,-0.116753955,1.0398802440100825,7.294985371534533,0.12292098169197962
Minor escalation,41.0,20,Silver,Retail,Wales,Healthcare,Phone,Technical,Refund status,Basic,Mobile,Afternoon,244,4,1,4.2,No,0,0,12,2.99,0.315431896,57.88,456.4,Low,No,31.5,55.5,48.9,41.4,32.5,0.1116,-0.3974,0.1511,-0.4616,-1.2063,2.488797891,21.096509521413733,12.091844239276874,10.464579524634097
Minor escalation,25.0,7,Silver,Business,Scotland,Tech,Chat,Billing,Other,Enterprise,Mobile,Morning,291,0,1,2.3,Yes,0,2,12,1.46,0.370702228,49.03,155.08,Low,No,68.7,63.9,78.4,34.3,48.2,1.3157,-0.7098,-0.4215,-1.7736,-0.389,3.168029637,19.68527218504166,17.334808533258965,5.251015852583917
No escalation,37.0,85,Bronze,Other,Wales,Finance,Chat,Technical,Other,Standard,Call-Centre,Morning,0,2,44,5.4,Yes,0,0,14,1.27,0.046497193,45.59,567.87,High,Yes,19.4,60.8,58.8,32.0,54.6,0.7768,-1.4601,-0.7479,-0.9287,-0.6667,-0.056700951,0.0,0.4212440082484452,2.837362905247171
No escalation,50.0,41,Bronze,Retail,Scotland,Hospitality,Phone,Billing,Ohter,Standard,Mobile,Morning,143,0,61,4.5,Yes,2,0,23,4.63,1.250643093,54.57,832.58,Low,No,48.4,55.0,51.7,55.7,35.9,-0.2794,-0.4464,0.0591,-2.2386,0.2904,0.508745302,0.0,7.707976266827508,0.0
Minor escalation,58.0,57,Gold,Retail,South East,Education,Phone,Technical,Locked account,Standard,Call-Centre,Afternoon,173,1,28,2.5,Yes,1,0,14,4.68,-1.337471384,55.14,902.83,Low,No,36.6,18.4,71.8,49.7,53.5,-0.0388,0.417,-0.0096,-0.337,0.9344,3.271457049,21.350115785845695,13.313855532514713,5.023508332437979
No escalation,40.0,67,Bronze,Business,South East,Tech,Chat,Billing,Delayed delivery,Standard,Desktop,Evening,188,0,47,5.0,Yes,0,0,7,3.1,0.409477981,41.6,276.78,Low,No,38.3,31.7,76.3,48.3,56.7,0.6373,0.7069,-1.8591,-0.7187,2.3875,-0.634629175,0.22910914701616267,6.305274134023762,2.2991100306715775
Minor escalation,34.0,88,Gold,Enterprise,London,Hospitality,In-app,Other,Wrong item,Premium,Web,Morning,281,3,48,6.5,Yes,0,0,28,3.81,-1.656726606,58.71,720.32,Medium,Yes,66.8,74.9,30.7,36.0,33.8,0.5522,1.2219,-0.3149,0.8866,0.1984,3.741661593,16.790037299071976,12.218147181149915,9.900345541136925
Minor escalation,44.0,41,Gold,Student,London,Tech,In-app,Account,Other,Basic,Mobile,Morning,202,1,1,1.4,Yes,0,0,5,1.8,0.127670106,44.04,"1,140.09",Low,No,70.1,51.5,51.9,52.6,71.3,0.8973,-1.2467,-0.532,0.3734,-0.0499,3.225032607,21.119068500157887,10.772104544966774,5.212998994779336
No escalation,46.0,74,Silver,Retail,North West,Finance,Phone,Technical,Other,Standard,Web,Morning,107,0,58,0.7,Yes,0,0,16,2.89,0.863344614,43.36,242.55,Low,No,1.9,22.9,57.1,63.1,38.0,-0.4208,0.4832,-0.2018,-0.3684,1.1912,-0.017714589,6.445278990828612,3.0750427605466326,2.072607866507476
No escalation,58.0,42,Bronze,Other,oLndon,Education,Chat,Orders,Other,Standard,Mobile,Afternoon,25,3,1,4.4,Yes,1,1,2,2.42,1.085048672,52.54,667.24,Medium,No,54.1,47.2,72.9,30.5,54.8,1.7512,0.3104,1.0487,1.8723,0.0567,-0.622148923,0.0,3.900352436879733,0.0
No escalation,34.0,5,Platinum,Retail,North West,Healthcare,Phone,Returns,Slow internet,Premium,Web,Morning,234,3,70,5.7,No,2,0,8,2.64,-0.852135456,62.91,617.14,High,No,57.9,44.7,36.1,26.7,16.9,-0.3587,1.0779,-0.1537,0.1412,-0.999,0.345572312,4.788712863837846,9.188846249608705,5.757974115679725
No escalation,44.0,3,Silver,Retail,South East,Tech,Email,Billing,Wrong item,Standard,Web,Morning,20,4,1,5.2,Yes,1,0,9,1.49,-1.237079397,34.92,661.48,Low,Yes,33.8,78.0,34.6,48.5,48.0,-1.9882,-1.4825,0.6415,-0.8196,1.011,-0.525459818,4.422451620558797,2.172319141327487,7.978774397229456
Minor escalation,42.0,63,Silver,Retail,London,Tech,Phone,Account,Refund status,Standard,Desktop,Evening,89,3,16,1.6,No,2,0,25,2.25,-1.216044322,25.69,317.5,Low,Yes,28.7,52.1,46.4,35.6,41.9,-0.2398,0.7142,0.0933,-0.0432,-0.4736,2.00522919,19.09181128051655,10.186030835242816,15.002271273249384
Minor escalation,41.0,24,Gold,Retail,North West,Finance,Chat,Billing,aPssword reset,Standard,Mobile,Morning,334,1,40,3.6,Yes,0,0,17,2.16,-0.448779911,59.34,340.79,Medium,No,50.9,65.8,55.6,68.8,45.5,-1.0895,-0.658,0.4805,0.7052,1.0899,3.130867564,22.451121044356903,,7.401867039434487
No escalation,31.0,52,Gold,Retail,London,Retail,Phone,Other,Password reset,Premium,Web,Night,249,1,45,2.7,Yes,0,1,18,2.64,-1.586926636,27.14,180.96,Medium,No,54.4,38.8,46.2,68.7,38.5,-1.9818,-0.2237,-0.7183,1.8808,0.5352,0.694783175,2.0405714276535996,10.445379890324135,2.0790564674193366
No escalation,18.0,20,Bronze,Retail,Wales,Finance,Chat,Technical,Locked account,Premium,Web,Afternoon,79,4,55,2.6,Yes,2,3,5,1.45,-0.451533015,48.6,452.57,Low,No,48.6,40.6,38.8,41.3,34.6,0.1718,-0.794,-1.12,0.3619,-1.3625,-0.185343479,0.0,11.081277068679002,6.012245961257676
No escalation,48.0,61,Bronze,Student,South East,Finance,Chat,Orders,Wrong item,Standard,Mobile,Evening,176,3,69,0.0,No,0,0,17,2.51,1.738681049,45.61,"1,036.63",Low,No,44.5,14.9,66.1,49.0,65.2,-1.4268,-0.9186,-0.9273,0.9159,0.9007,0.469896405,0.0,,3.3837843005014423
No escalation,30.0,25,Bronze,Retail,London,Retail,Chat,Orders,Invoice error,Premium,Mobile,Evening,475,1,24,0.8,Yes,1,0,16,1.94,0.46794647,36.39,158.9,Low,No,42.0,45.6,73.1,32.5,60.8,0.5261,0.3645,-1.6387,-0.239,0.419,0.004420827,0.0,16.835891292636756,4.857911040749158
Minor escalation,50.0,12,Bronze,Enterprise,South East,Education,Phone,Account,Other,Basic,Desktop,Afternoon,85,4,65,1.7,Yes,1,1,24,1.56,-0.181891809,44.49,610.62,Low,No,51.2,42.2,39.8,36.4,51.2,0.1375,-1.3359,1.3103,-0.6324,0.1507,2.88363888,15.379355905514245,10.271685106228606,12.385302841884117
No escalation,34.0,10,Bronze,Business,London,Education,In-app,Returns,Refund status,Enterprise,Web,Afternoon,167,0,68,4.5,No,1,0,23,0.0,-0.932094408,29.22,149.11,Low,No,35.2,57.3,60.9,43.1,31.9,0.5575,0.8231,-1.3005,-1.2505,1.0933,0.000471727,0.0,7.642327489860068,6.511258606723769
No escalation,37.0,36,Silver,Business,South East,Education,In-app,Account,Password reset,Premium,Web,Morning,139,2,37,1.9,Yes,0,0,3,4.04,-1.015266193,43.75,707.54,High,No,31.2,67.9,29.3,27.7,40.0,-0.546,1.7615,0.109,-0.7372,0.9199,0.226079372,0.0,1.9488220851688745,2.293341740498719
No escalation,18.0,20,Silver,Retail,North West,Tech,Phone,Orders,Outage,Standard,Mobile,Morning,203,1,62,2.6,Yes,0,0,15,3.11,1.568964017,46.77,919.32,Low,No,58.2,74.3,50.5,43.6,43.5,1.9625,0.4573,-0.8313,-0.0071,-0.8479,1.101755281,0.0,9.94375082959058,1.4224463644138285
Legal escalation,25.0,65,,Business,South East,Retail,Phone,Technical,Damaged item,Basic,Web,Afternoon,86,2,65,4.5,Yes,0,2,24,1.29,0.100495996,70.16,660.63,Low,Yes,54.3,27.1,53.8,26.1,44.8,-0.3053,-0.3492,-1.4834,-0.0666,-1.408,8.443506724,51.17290575507644,18.342994900906348,11.060566841984812
Minor escalation,29.0,13,,Retail,North West,Education,Phone,Account,Damaged item,Premium,Web,Night,200,3,73,0.8,No,1,0,6,0.0,-0.484899765,87.75,336.42,Low,No,45.2,47.2,59.9,64.6,79.6,-0.3894,0.5157,0.351,1.2615,0.0646,2.230246741,16.381625736999897,13.240890318250832,8.864450826078286
No escalation,42.0,40,Bronze,Student,South East,Tech,Phone,Technical,Other,Standard,Call-Centre,Afternoon,69,0,77,6.7,Yes,0,0,18,1.49,-0.552002799,35.0,,Medium,No,66.4,53.6,63.2,53.1,41.0,0.6348,-1.431,0.246,0.8503,0.4263,0.784180655,2.337064791601095,3.7070821365250897,0.0
No escalation,44.0,52,Silver,Retail,Midlands,Hospitality,Phone,Technical,Delayed delivery,Premium,Web,Evening,45,1,12,2.1,Yes,0,1,10,2.18,-0.617100255,37.57,,Medium,No,55.4,71.7,50.7,56.6,63.5,-0.2389,-0.2875,0.2074,-1.5992,0.8381,0.276673861,0.0,1.9669910086068905,1.4727024681174679
No escalation,56.0,4,Bronze,Enterprise,South East,Education,In-app,Account,Wrong item,Basic,Desktop,Night,191,3,38,5.1,Yes,2,0,4,1.08,0.163879669,55.85,542.35,Low,No,62.5,65.5,51.9,76.5,58.0,0.7312,0.2119,-0.2129,1.0959,0.005,-1.164382862,2.9979115427695118,6.449445754025197,3.1941481609647178
Serious escalation,33.0,8,Bronze,Student,South East,Tech,Email,Other,Refund status,Standard,Mobile,Morning,117,2,121,5.6,Yes,0,0,25,1.42,-0.055121934,28.55,50,Medium,No,42.1,23.4,39.3,58.9,58.9,0.0689,0.8441,-1.109,-0.7577,-0.1799,6.12521127,39.76679301368236,14.305675574970815,12.497522627566358
No escalation,32.0,4,Bronze,Retail,London,Healthcare,Phone,Billing,Slow internet,Standard,Web,Morning,221,2,66,5.6,Yes,0,0,13,3.02,-2.987658716,80.38,490.1,Medium,No,37.1,45.9,58.5,68.3,34.9,-0.0915,-1.391,1.5207,0.5402,1.6979,0.450280358,11.688824108778908,10.594933889921979,8.774438542219476
No escalation,38.0,3,Gold,Enterprise,Scotland,Education,Phone,Billing,Outage,Standard,Web,Night,189,0,20,4.1,Yes,1,0,16,3.24,-0.224627799,23.35,646.9,High,Yes,72.7,60.1,51.1,37.8,66.4,0.0758,0.5731,-0.7168,-0.4643,0.7287,-0.235772193,0.0,3.1155155607154206,3.063770348371384
Minor escalation,43.0,92,Gold,Student,North West,Education,Email,Other,Invoice error,Standard,Mobile,Evening,250,3,86,2.0,Yes,0,1,27,0.0,0.29856188,34.19,333.61,Low,No,41.5,48.8,81.9,31.5,58.8,0.204,-0.8579,-0.9885,2.0991,1.0537,2.288723296,19.739969091735254,,11.28336969891366
No escalation,28.0,41,Bronze,Retail,Midlnads,Tech,Chat,Other,Invoice error,Premium,Web,Morning,406,0,30,3.7,Yes,1,1,7,4.54,-0.640318297,59.03,490.04,Low,Yes,47.6,65.5,45.4,56.3,20.3,0.3442,-0.4305,-1.8962,2.9598,0.1891,-0.153001867,0.0,16.79428525470533,2.0900791260233085
No escalation,51.0,58,Bronze,Student,South East,Retail,In-app,Returns,Solw internet,Basic,Mobile,Morning,163,3,36,2.2,Yes,0,1,6,3.37,-0.15722107,19.71,505.29,Medium,No,60.2,53.1,67.2,93.1,84.9,1.5654,0.2646,0.1212,-1.028,-0.0189,0.642772107,2.3452660350230046,6.138108773663906,0.0
No escalation,70.0,25,Silver,Retail,London,Healthcare,Phone,Account,Damaged item,Basic,Desktop,Afternoon,248,1,46,4.3,Yes,1,1,16,2.33,-0.074623724,42.09,199.78,Low,No,72.3,46.7,56.7,62.2,33.4,0.2985,-0.1605,0.8011,-0.7229,-1.041,0.803779351,5.850742190185111,12.537098975800212,4.22420641172868
